,index,rtime,secs,time_x,event,MW,mw_label,time_y,frame,uuid,participant_id,test_fold_num
503,30,1627890474.5,1246567.0,1627890474.488822,probe,y,NonMW,1627890474.471823,53703,p22053703,p22,5
504,31,1627890514.1,1286057.0,1627890514.144833,probe,y,NonMW,1627890514.055833,54882,p22054882,p22,5
505,32,1627890554.4,1326526.0,1627890554.428546,probe,y,NonMW,1627890554.359513,56082,p22056082,p22,5
506,33,1627890594.7,1366564.0,1627890594.656471,probe,y,NonMW,1627890594.663387,57295,p22057295,p22,5
507,34,1627890634.4,1406328.0,1627890634.380444,probe,y,NonMW,1627890634.375453,58477,p22058477,p22,5
508,35,1627890674.5,1446433.0,1627890674.508727,probe,y,NonMW,1627890674.471728,59684,p22059684,p22,5
509,36,1627890714.5,1486451.0,1627890714.452403,probe,y,NonMW,1627890714.455322,60874,p22060874,p22,5
510,37,1627890754.4,1526513.0,1627890754.428878,probe,y,NonMW,1627890754.359879,62062,p22062062,p22,5
511,38,1627890794.4,1566467.0,1627890794.435877,probe,y,NonMW,1627890794.358836,63266,p22063266,p22,5
512,39,1627890834.4,1606533.0,1627890834.412002,probe,y,NonMW,1627890834.358924,64457,p22064457,p22,5
513,40,1627890874.4,1646268.0,1627890874.384107,probe,y,NonMW,1627890874.375117,65661,p22065661,p22,5
514,41,1627890914.4,1686367.0,1627890914.420127,probe,y,NonMW,1627890914.375103,66849,p22066849,p22,5
515,42,1627890954.5,1726552.0,1627890954.464126,probe,y,NonMW,1627890954.455126,68040,p22068040,p22,5
516,43,1627890994.6,1766468.0,1627890994.579496,probe,y,NonMW,1627890994.550496,69247,p22069247,p22,5
517,44,1627891034.6,1806689.0,1627891034.635608,probe,y,NonMW,1627891034.566608,70438,p22070438,p22,5
518,45,1627891074.7,1846793.0,1627891074.663609,probe,y,NonMW,1627891074.662609,71643,p22071643,p22,5
519,46,1627891114.6,1886668.0,1627891114.607745,probe,y,NonMW,1627891114.569728,72832,p22072832,p22,5
520,47,1627891154.5,1926567.0,1627891154.527028,probe,y,NonMW,1627891154.486027,74020,p22074020,p22,5
521,48,1627891194.6,1966451.0,1627891194.570812,probe,y,NonMW,1627891194.585732,75227,p22075227,p22,5
522,49,1627891234.5,2006490.0,1627891234.470792,probe,y,NonMW,1627891234.453749,76414,p22076414,p22,5
523,50,1627891274.7,2046552.0,1627891274.679194,probe,y,NonMW,1627891274.662195,77624,p22077624,p22,5
524,51,1627891314.4,2086465.0,1627891314.426438,probe,y,NonMW,1627891314.377362,78807,p22078807,p22,5
525,52,1627891354.4,2126329.0,1627891354.37083,probe,y,NonMW,1627891354.373829,79998,p22079998,p22,5
526,53,1627891394.6,2166533.0,1627891394.582503,probe,y,NonMW,1627891394.553467,81207,p22081207,p22,5
527,54,1627891434.4,2206365.0,1627891434.350052,probe,y,NonMW,1627891434.360971,82392,p22082392,p22,5
528,55,1627891474.4,2246389.0,1627891474.426653,probe,y,NonMW,1627891474.356692,83596,p22083596,p22,5
529,56,1627891514.3,2286355.0,1627891514.294713,probe,y,NonMW,1627891514.260734,84785,p22084785,p22,5
530,57,1627891554.8,2326686.0,1627891554.79827,probe,y,NonMW,1627891554.77327,85990,p22085990,p22,5
531,58,1627891594.6,2366517.0,1627891594.614209,probe,y,NonMW,1627891594.581221,87188,p22087188,p22,5
532,59,1627891634.6,2406687.0,1627891634.609955,probe,y,NonMW,1627891634.580951,88379,p22088379,p22,5
533,60,1627891674.5,2446622.0,1627891674.498348,probe,y,NonMW,1627891674.452383,89573,p22089573,p22,5
534,61,1627891714.6,2486494.0,1627891714.573508,probe,y,NonMW,1627891714.564427,90768,p22090768,p22,5
535,62,1627891754.4,2526550.0,1627891754.433478,probe,y,NonMW,1627891754.372427,91953,p22091953,p22,5
536,63,1627891795.0,2567052.0,1627891794.997428,probe,y,NonMW,1627891794.967426,93175,p22093175,p22,5
537,64,1627891834.3,2606401.0,1627891834.309413,probe,y,NonMW,1627891834.280364,94344,p22094344,p22,5
538,65,1627891874.6,2646526.0,1627891874.581408,probe,y,NonMW,1627891874.579409,95557,p22095557,p22,5
539,66,1627891914.5,2686462.0,1627891914.533755,probe,y,NonMW,1627891914.451754,96743,p22096743,p22,5
540,67,1627891954.5,2726398.0,1627891954.452894,probe,y,NonMW,1627891954.467851,97934,p22097934,p22,5
541,68,1627891994.5,2766501.0,1627891994.509039,probe,y,NonMW,1627891994.468018,99138,p22099138,p22,5
542,69,1627892034.6,2806621.0,1627892034.564349,probe,y,NonMW,1627892034.567267,100331,p22100331,p22,5
543,70,1627892075.0,2847054.0,1627892074.956939,probe,y,NonMW,1627892074.950939,101546,p22101546,p22,5
544,71,1627892114.3,2886329.0,1627892114.342022,probe,y,NonMW,1627892114.260004,102717,p22102717,p22,5
545,72,1627892154.5,2926521.0,1627892154.468773,probe,y,NonMW,1627892154.451788,103914,p22103914,p22,5
546,73,1627892194.5,2966622.0,1627892194.488112,probe,y,NonMW,1627892194.467083,105118,p22105118,p22,5
547,74,1627892234.8,3006734.0,1627892234.772702,probe,y,NonMW,1627892234.770752,106317,p22106317,p22,5
548,75,1627892274.3,3046427.0,1627892274.348124,probe,y,NonMW,1627892274.275124,107506,p22107506,p22,5
549,76,1627892314.4,3086365.0,1627892314.372034,probe,y,NonMW,1627892314.358006,108700,p22108700,p22,5
550,77,1627892354.5,3126433.0,1627892354.504066,probe,y,NonMW,1627892354.451066,109892,p22109892,p22,5
551,78,1627892394.4,3166352.0,1627892394.387185,probe,y,NonMW,1627892394.358136,111087,p22111087,p22,5
552,79,1627892434.3,3206357.0,1627892434.332133,probe,y,NonMW,1627892434.258178,112275,p22112275,p22,5
553,80,1627892474.4,3246364.0,1627892474.403321,probe,y,NonMW,1627892474.374274,113468,p22113468,p22,5
554,81,1627892514.8,3286864.0,1627892514.811733,probe,y,NonMW,1627892514.770692,114668,p22114668,p22,5
555,82,1627892554.9,3326763.0,1627892554.859071,probe,y,NonMW,1627892554.850038,115857,p22115857,p22,5
556,83,1627892594.6,3366681.0,1627892594.599301,probe,y,NonMW,1627892594.578296,117053,p22117053,p22,5
557,84,1627892634.9,3406958.0,1627892634.859308,probe,y,NonMW,1627892634.882263,118253,p22118253,p22,5
558,85,1627892674.7,3446723.0,1627892674.667156,probe,y,NonMW,1627892674.661156,119450,p22119450,p22,5
559,86,1627892714.5,3486430.0,1627892714.495132,probe,y,NonMW,1627892714.465177,120636,p22120636,p22,5
560,87,1627892754.6,3526766.0,1627892754.639132,probe,y,NonMW,1627892754.582176,121830,p22121830,p22,5
561,0,1625122294.8,46730.0,1625122294.753936,probe,y,NonMW,1625122294.776883,17386,p03017386,p3,4
562,1,1625122374.5,126396.0,1625122374.546148,probe,y,NonMW,1625122374.472353,19761,p03019761,p3,4
563,2,1625122415.1,167068.0,1625122415.072801,probe,y,NonMW,1625122415.08078,20971,p03020971,p3,4
564,3,1625122454.6,206634.0,1625122454.599866,probe,y,NonMW,1625122454.568946,22148,p03022148,p3,4
565,4,1625122494.5,246428.0,1625122494.504264,probe,y,NonMW,1625122494.47335,23337,p03023337,p3,4
566,5,1625122534.6,286558.0,1625122534.565574,probe,y,NonMW,1625122534.569561,24532,p03024532,p3,4
567,6,1625122574.8,326721.0,1625122574.808177,probe,y,NonMW,1625122574.760229,25730,p03025730,p3,4
568,7,1625122614.3,366233.0,1625122614.338691,probe,y,NonMW,1625122614.26489,26907,p03026907,p3,4
569,8,1625122654.2,406329.0,1625122654.242847,probe,y,NonMW,1625122654.15209,28096,p03028096,p3,4
570,9,1625122694.2,446126.0,1625122694.219235,probe,y,NonMW,1625122694.153414,29288,p03029288,p3,4
571,10,1625122734.1,486116.0,1625122734.051927,probe,y,NonMW,1625122734.057908,30477,p03030477,p3,4
572,11,1625122773.8,525689.0,1625122773.76761,probe,y,NonMW,1625122773.751656,31660,p03031660,p3,4
573,12,1625122814.8,566665.0,1625122814.760597,probe,y,NonMW,1625122814.759597,32882,p03032882,p3,4
574,13,1625122854.4,606368.0,1625122854.370517,probe,y,NonMW,1625122854.375468,34063,p03034063,p3,4
575,14,1625122894.6,646516.0,1625122894.62182,probe,y,NonMW,1625122894.553005,35260,p03035260,p3,4
576,15,1625122934.7,686628.0,1625122934.726245,probe,y,NonMW,1625122934.679369,36456,p03036456,p3,4
577,16,1625122974.2,726188.0,1625122974.173506,probe,y,NonMW,1625122974.184481,37633,p03037633,p3,4
578,17,1625123014.5,766428.0,1625123014.50388,probe,y,NonMW,1625123014.472965,38834,p03038834,p3,4
579,18,1625123094.3,846198.0,1625123094.331672,probe,y,NonMW,1625123094.280605,41212,p03041212,p3,4
580,19,1625123134.2,886129.0,1625123134.198825,probe,y,NonMW,1625123134.168909,42401,p03042401,p3,4
581,20,1625123174.3,926262.0,1625123174.331906,probe,y,NonMW,1625123174.264052,43596,p03043596,p3,4
582,21,1625123215.0,966989.0,1625123215.001266,probe,y,NonMW,1625123214.968727,44809,p03044809,p3,4
583,22,1625123254.2,1006100.0,1625123254.152176,probe,y,NonMW,1625123254.170129,45977,p03045977,p3,4
584,23,1625123294.4,1046382.0,1625123294.372008,probe,y,NonMW,1625123294.360037,47175,p03047175,p3,4
585,24,1625123374.4,1126301.0,1625123374.390985,probe,y,NonMW,1625123374.361065,49559,p03049559,p3,4
586,25,1625123414.2,1166168.0,1625123414.214539,probe,y,NonMW,1625123414.153186,50745,p03050745,p3,4
587,26,1625123455.3,1207316.0,1625123455.310531,probe,y,NonMW,1625123455.256673,51970,p03051970,p3,4
588,27,1625123534.1,1286100.0,1625123534.083404,probe,y,NonMW,1625123534.055971,54318,p03054318,p3,4
589,28,1625123653.8,1405796.0,1625123653.829336,probe,y,NonMW,1625123653.751542,57885,p03057885,p3,4
590,29,1625123694.3,1446225.0,1625123694.297296,probe,y,NonMW,1625123694.28038,59093,p03059093,p3,4
591,30,1625123734.7,1486729.0,1625123734.73476,probe,y,NonMW,1625123734.680907,60297,p03060297,p3,4
592,31,1625123775.2,1527124.0,1625123775.195409,probe,y,NonMW,1625123775.175464,61504,p03061504,p3,4
593,32,1625123814.1,1566196.0,1625123814.127553,probe,y,NonMW,1625123814.072698,62663,p03062663,p3,4
594,33,1625123854.2,1606092.0,1625123854.227693,probe,y,NonMW,1625123854.167671,63858,p03063858,p3,4
595,34,1625123894.7,1646782.0,1625123894.691068,probe,y,NonMW,1625123894.680094,65065,p03065065,p3,4
596,35,1625123934.4,1686368.0,1625123934.38556,probe,y,NonMW,1625123934.376583,66248,p03066248,p3,4
597,36,1625123974.5,1726553.0,1625123974.467359,probe,y,NonMW,1625123974.472352,67443,p03067443,p3,4
598,37,1625124054.7,1806689.0,1625124054.702219,probe,y,NonMW,1625124054.664319,69833,p03069833,p3,4
599,38,1625124094.2,1846264.0,1625124094.166258,probe,y,NonMW,1625124094.178225,71010,p03071010,p3,4
600,39,1625124135.0,1886923.0,1625124135.02529,probe,y,NonMW,1625124134.968421,72226,p03072226,p3,4
601,40,1625124175.4,1927358.0,1625124175.37939,probe,y,NonMW,1625124175.367419,73430,p03073430,p3,4
602,41,1625124214.8,1966700.0,1625124214.836957,probe,y,NonMW,1625124214.76017,74604,p03074604,p3,4
603,42,1625124254.7,2006729.0,1625124254.740208,probe,y,NonMW,1625124254.665407,75793,p03075793,p3,4
604,43,1625124295.1,2047052.0,1625124295.082773,probe,y,NonMW,1625124295.06482,76997,p03076997,p3,4
605,44,1625124334.9,2086993.0,1625124334.921626,probe,y,NonMW,1625124334.856818,78183,p03078183,p3,4
606,45,1625124374.7,2126689.0,1625124374.690937,probe,y,NonMW,1625124374.679964,79370,p03079370,p3,4
607,46,1625124415.2,2167092.0,1625124415.157208,probe,y,NonMW,1625124415.162197,80576,p03080576,p3,4
608,47,1625124455.9,2207996.0,1625124455.932394,probe,y,NonMW,1625124455.863579,81789,p03081789,p3,4
609,48,1625124494.7,2246628.0,1625124494.703013,probe,y,NonMW,1625124494.680078,82946,p03082946,p3,4
610,49,1625124534.8,2286594.0,1625124534.757915,probe,y,NonMW,1625124534.775868,84141,p03084141,p3,4
611,50,1625124577.1,2329001.0,1625124577.105654,probe,y,NonMW,1625124577.063766,85401,p03085401,p3,4
612,51,1625124615.1,2367067.0,1625124615.078485,probe,y,NonMW,1625124615.080482,86534,p03086534,p3,4
613,52,1625124654.7,2406688.0,1625124654.672812,probe,y,NonMW,1625124654.680789,87714,p03087714,p3,4
614,53,1625124774.4,2526420.0,1625124774.352561,probe,y,NonMW,1625124774.375498,91281,p03091281,p3,4
615,54,1625124814.6,2566563.0,1625124814.583498,probe,y,NonMW,1625124814.56754,92479,p03092479,p3,4
616,55,1625124853.9,2605900.0,1625124853.913223,probe,y,NonMW,1625124853.864043,93650,p03093650,p3,4
617,56,1625124893.8,2645758.0,1625124893.837937,probe,y,NonMW,1625124893.751167,94839,p03094839,p3,4
618,57,1625124934.6,2686506.0,1625124934.58046,probe,y,NonMW,1625124934.567495,96055,p03096055,p3,4
619,58,1625124974.5,2726420.0,1625124974.536182,probe,y,NonMW,1625124974.455361,97244,p03097244,p3,4
620,59,1625125014.9,2766916.0,1625125014.867367,probe,y,NonMW,1625125014.856397,98448,p03098448,p3,4
621,60,1625125054.5,2806579.0,1625125054.509328,probe,y,NonMW,1625125054.456471,99628,p03099628,p3,4
622,61,1625125095.1,2847097.0,1625125095.121795,probe,y,NonMW,1625125095.063917,100838,p03100838,p3,4
623,62,1625125134.7,2886590.0,1625125134.710993,probe,y,NonMW,1625125134.696032,102019,p03102019,p3,4
624,63,1625125214.6,2966686.0,1625125214.619359,probe,y,NonMW,1625125214.552537,104399,p03104399,p3,4
625,64,1625125294.7,3046685.0,1625125294.658262,probe,y,NonMW,1625125294.680205,106787,p03106787,p3,4
626,65,1625125414.6,3166633.0,1625125414.609399,probe,y,NonMW,1625125414.584464,110360,p03110360,p3,4
627,66,1625125455.0,3206953.0,1625125455.031001,probe,y,NonMW,1625125454.984126,111564,p03111564,p3,4
628,67,1625125535.0,3286968.0,1625125535.039055,probe,y,NonMW,1625125534.967243,113948,p03113948,p3,4
629,68,1625125575.1,3327046.0,1625125575.062637,probe,y,NonMW,1625125575.079597,115143,p03115143,p3,4
630,69,1625125614.6,3366596.0,1625125614.648628,probe,y,NonMW,1625125614.56784,116320,p03116320,p3,4
631,70,1625125654.6,3406701.0,1625125654.622095,probe,y,NonMW,1625125654.567201,117512,p03117512,p3,4
632,71,1625125774.6,3526398.0,1625125774.554677,probe,y,NonMW,1625125774.569637,121088,p03121088,p3,4
633,0,1627802301.0,46516.0,1627802300.962758,probe,y,NonMW,1627802300.972731,18074,p35018074,p35,4
634,1,1627802341.0,86496.0,1627802340.968739,probe,y,NonMW,1627802340.972728,19277,p35019277,p35,4
635,2,1627802381.9,127465.0,1627802381.901901,probe,y,NonMW,1627802381.853034,20506,p35020506,p35,4
636,3,1627802420.9,166556.0,1627802420.931745,probe,y,NonMW,1627802420.860973,21679,p35021679,p35,4
637,4,1627802460.9,206566.0,1627802460.928528,probe,y,NonMW,1627802460.860709,22882,p35022882,p35,4
638,5,1627802501.0,246620.0,1627802501.01521,probe,y,NonMW,1627802500.971818,24088,p35024088,p35,4
639,6,1627802540.7,286288.0,1627802540.740509,probe,y,NonMW,1627802540.652741,25281,p35025281,p35,4
640,7,1627802580.9,326460.0,1627802580.947456,probe,y,NonMW,1627802580.859693,26490,p35026490,p35,4
641,8,1627802621.3,366766.0,1627802621.316915,probe,y,NonMW,1627802621.261062,27705,p35027705,p35,4
642,9,1627802660.9,406500.0,1627802660.900188,probe,y,NonMW,1627802660.860086,28896,p35028896,p35,4
643,10,1627802701.2,446764.0,1627802701.2295,probe,y,NonMW,1627802701.164672,30108,p35030108,p35,4
644,11,1627802741.1,486564.0,1627802741.054861,probe,y,NonMW,1627802741.052866,31307,p35031307,p35,4
645,12,1627802781.0,526492.0,1627802781.008919,probe,y,NonMW,1627802780.956062,32507,p35032507,p35,4
646,13,1627802820.8,566388.0,1627802820.771503,probe,y,NonMW,1627802820.764523,33704,p35033704,p35,4
647,14,1627802901.1,646665.0,1627802901.13692,probe,y,NonMW,1627802901.069103,36119,p35036119,p35,4
648,15,1627802941.1,686692.0,1627802941.113155,probe,y,NonMW,1627802941.053314,37321,p35037321,p35,4
649,16,1627802980.8,726449.0,1627802980.828502,probe,y,NonMW,1627802980.780629,38516,p35038516,p35,4
650,17,1627803021.0,766684.0,1627803021.046333,probe,y,NonMW,1627803020.95706,39724,p35039724,p35,4
651,18,1627803060.9,806529.0,1627803060.911271,probe,y,NonMW,1627803060.860349,40924,p35040924,p35,4
652,19,1627803101.3,846790.0,1627803101.260295,probe,y,NonMW,1627803101.279246,42139,p35042139,p35,4
653,20,1627803140.9,886484.0,1627803140.909389,probe,y,NonMW,1627803140.876476,43330,p35043330,p35,4
654,21,1627803181.1,926766.0,1627803181.087923,probe,y,NonMW,1627803181.054013,44538,p35044538,p35,4
655,22,1627803221.3,966990.0,1627803221.326188,probe,y,NonMW,1627803221.260363,45747,p35045747,p35,4
656,23,1627803260.8,1006388.0,1627803260.788251,probe,y,NonMW,1627803260.765335,46935,p35046935,p35,4
657,24,1627803300.9,1046382.0,1627803300.921229,probe,y,NonMW,1627803300.877347,48141,p35048141,p35,4
658,25,1627803341.2,1086801.0,1627803341.20947,probe,y,NonMW,1627803341.181557,49353,p35049353,p35,4
659,26,1627803381.0,1126452.0,1627803381.029425,probe,y,NonMW,1627803380.957617,50549,p35050549,p35,4
660,27,1627803420.8,1166425.0,1627803420.815167,probe,y,NonMW,1627803420.765301,51746,p35051746,p35,4
661,28,1627803461.5,1207100.0,1627803461.467519,probe,y,NonMW,1627803461.468516,52970,p35052970,p35,4
662,29,1627803501.1,1246568.0,1627803501.059443,probe,y,NonMW,1627803501.069416,54161,p35054161,p35,4
663,30,1627803540.7,1286356.0,1627803540.723999,probe,y,NonMW,1627803540.65219,55351,p35055351,p35,4
664,31,1627803580.9,1326526.0,1627803580.902143,probe,y,NonMW,1627803580.876213,56561,p35056561,p35,4
665,32,1627803622.2,1367886.0,1627803622.222537,probe,y,NonMW,1627803622.156267,57802,p35057802,p35,4
666,33,1627803660.7,1406329.0,1627803660.668511,probe,y,NonMW,1627803660.669509,58960,p35058960,p35,4
667,34,1627803701.5,1447233.0,1627803701.545588,probe,y,NonMW,1627803701.469574,60187,p35060187,p35,4
668,35,1627803741.0,1486534.0,1627803740.963397,probe,y,NonMW,1627803740.97337,61375,p35061375,p35,4
669,36,1627803781.0,1526513.0,1627803781.000369,probe,y,NonMW,1627803780.957485,62577,p35062577,p35,4
670,37,1627803821.1,1566721.0,1627803821.117244,probe,y,NonMW,1627803821.053415,63783,p35063783,p35,4
671,38,1627803860.7,1606348.0,1627803860.690623,probe,y,NonMW,1627803860.669679,64974,p35064974,p35,4
672,39,1627803901.5,1646995.0,1627803901.473081,probe,y,NonMW,1627803901.469092,66201,p35066201,p35,4
673,40,1627803940.8,1686367.0,1627803940.784933,probe,y,NonMW,1627803940.781941,67383,p35067383,p35,4
674,41,1627803981.4,1727089.0,1627803981.445765,probe,y,NonMW,1627803981.356005,68603,p35068603,p35,4
675,42,1627804020.9,1766534.0,1627804020.934512,probe,y,NonMW,1627804020.861707,69791,p35069791,p35,4
676,43,1627804060.7,1806156.0,1627804060.689318,probe,y,NonMW,1627804060.669369,70988,p35070988,p35,4
677,44,1627804100.8,1846500.0,1627804100.815919,probe,y,NonMW,1627804100.766053,72194,p35072194,p35,4
678,45,1627804140.9,1886417.0,1627804140.933949,probe,y,NonMW,1627804140.877169,73400,p35073400,p35,4
679,46,1627804180.9,1926568.0,1627804180.940439,probe,y,NonMW,1627804180.877605,74603,p35074603,p35,4
680,47,1627804220.9,1966452.0,1627804220.946617,probe,y,NonMW,1627804220.860847,75805,p35075805,p35,4
681,48,1627804260.9,2006490.0,1627804260.933503,probe,n,MW,1627804260.861801,77008,p35077008,p35,4
682,49,1627804300.9,2046553.0,1627804300.930037,probe,n,MW,1627804300.87618,78211,p35078211,p35,4
683,50,1627804340.9,2086465.0,1627804340.876607,probe,y,NonMW,1627804340.877605,79414,p35079414,p35,4
684,51,1627804381.2,2126689.0,1627804381.184433,probe,y,NonMW,1627804381.181443,80626,p35080626,p35,4
685,52,1627804421.1,2166563.0,1627804421.101297,probe,n,MW,1627804421.05346,81825,p35081825,p35,4
686,53,1627804460.7,2206168.0,1627804460.684427,probe,y,NonMW,1627804460.669468,83016,p35083016,p35,4
687,54,1627804500.9,2246389.0,1627804500.917339,probe,y,NonMW,1627804500.877446,84225,p35084225,p35,4
688,55,1627804541.3,2286780.0,1627804541.27711,probe,y,NonMW,1627804541.27711,85440,p35085440,p35,4
689,56,1627804581.7,2327193.0,1627804581.726919,probe,y,NonMW,1627804581.677051,86655,p35086655,p35,4
690,57,1627804621.1,2366561.0,1627804621.116779,probe,y,NonMW,1627804621.054509,87839,p35087839,p35,4
691,58,1627804661.1,2406688.0,1627804661.059819,probe,y,NonMW,1627804661.068794,89042,p35089042,p35,4
692,59,1627804701.1,2446793.0,1627804701.13743,probe,y,NonMW,1627804701.068616,90245,p35090245,p35,4
693,60,1627804741.0,2486452.0,1627804740.982876,probe,y,NonMW,1627804740.972902,91445,p35091445,p35,4
694,61,1627804781.0,2526550.0,1627804781.009232,probe,y,NonMW,1627804780.989286,92648,p35092648,p35,4
695,62,1627804822.9,2568396.0,1627804822.86902,probe,y,NonMW,1627804822.876997,93908,p35093908,p35,4
696,63,1627804860.8,2606401.0,1627804860.751375,probe,y,NonMW,1627804860.765338,95047,p35095047,p35,4
697,64,1627804901.2,2646780.0,1627804901.180668,probe,y,NonMW,1627804901.165708,96262,p35096262,p35,4
698,65,1627804941.0,2686713.0,1627804941.04622,probe,y,NonMW,1627804940.973397,97459,p35097459,p35,4
699,66,1627804980.8,2726398.0,1627804980.820974,probe,y,NonMW,1627804980.78108,98656,p35098656,p35,4
700,67,1627805021.1,2766734.0,1627805021.094573,probe,y,NonMW,1627805021.052687,99867,p35099867,p35,4
701,68,1627805061.0,2806622.0,1627805061.000288,probe,y,NonMW,1627805060.9584,101067,p35101067,p35,4
702,69,1627805100.9,2846521.0,1627805100.875472,probe,y,NonMW,1627805100.860513,102267,p35102267,p35,4
703,70,1627805141.0,2886548.0,1627805140.978706,probe,y,NonMW,1627805140.973723,103473,p35103473,p35,4
704,71,1627805181.1,2926649.0,1627805181.055098,probe,y,NonMW,1627805181.0541,104678,p35104678,p35,4
705,72,1627805221.0,2966622.0,1627805220.952909,probe,y,NonMW,1627805220.957896,105878,p35105878,p35,4
706,73,1627805261.0,3006692.0,1627805261.027908,probe,y,NonMW,1627805260.957094,107081,p35107081,p35,4
707,74,1627805301.1,3046685.0,1627805301.054919,probe,y,NonMW,1627805301.069878,108287,p35108287,p35,4
708,75,1627805341.0,3086624.0,1627805341.041677,probe,y,NonMW,1627805340.972862,109487,p35109487,p35,4
709,76,1627805381.1,3126628.0,1627805381.14825,probe,y,NonMW,1627805381.053501,110692,p35110692,p35,4
710,77,1627805421.1,3166633.0,1627805421.079943,probe,y,NonMW,1627805421.054055,111895,p35111895,p35,4
711,78,1627805460.9,3206357.0,1627805460.864997,probe,y,NonMW,1627805460.862004,113092,p35113092,p35,4
712,79,1627805500.9,3246364.0,1627805500.901577,probe,y,NonMW,1627805500.861683,114295,p35114295,p35,4
713,80,1627805541.2,3286713.0,1627805541.200517,probe,y,NonMW,1627805541.164614,115507,p35115507,p35,4
714,81,1627805581.3,3326734.0,1627805581.267703,probe,y,NonMW,1627805581.278672,116713,p35116713,p35,4
715,82,1627805621.1,3366681.0,1627805621.092312,probe,y,NonMW,1627805621.054421,117909,p35117909,p35,4
716,83,1627805661.2,3406766.0,1627805661.159617,probe,y,NonMW,1627805661.166598,119115,p35119115,p35,4
717,84,1627805702.3,3447765.0,1627805702.254598,probe,n,MW,1627805702.269558,120351,p35120351,p35,4
718,85,1627805741.1,3486686.0,1627805741.062364,probe,y,NonMW,1627805741.070341,121518,p35121518,p35,4
719,86,1627805781.0,3526493.0,1627805781.028631,probe,y,NonMW,1627805780.973781,122718,p35122718,p35,4
720,0,1627628922.4,46831.0,1627628922.359607,probe,n,MW,1627628922.354501,18971,p40018971,p40,4
721,1,1627628962.8,87358.0,1627628962.816182,probe,y,NonMW,1627628962.756177,20168,p40020168,p40,4
722,2,1627629002.6,126907.0,1627629002.564941,probe,y,NonMW,1627629002.584524,21344,p40021344,p40,4
723,3,1627629042.4,166900.0,1627629042.449926,probe,y,NonMW,1627629042.356503,22522,p40022522,p40,4
724,4,1627629082.5,206865.0,1627629082.465542,probe,y,NonMW,1627629082.450524,23710,p40023710,p40,4
725,5,1627629122.6,246959.0,1627629122.603063,probe,y,NonMW,1627629122.564217,24896,p40024896,p40,4
726,6,1627629162.8,287330.0,1627629162.788549,probe,y,NonMW,1627629162.77355,26088,p40026088,p40,4
727,7,1627629202.7,327232.0,1627629202.670417,probe,y,NonMW,1627629202.689672,27269,p40027269,p40,4
728,8,1627629242.5,367030.0,1627629242.489246,probe,n,MW,1627629242.484255,28445,p40028445,p40,4
729,9,1627629282.5,406942.0,1627629282.532089,probe,y,NonMW,1627629282.468847,29631,p40029631,p40,4
730,10,1627629322.6,446954.0,1627629322.606038,probe,y,NonMW,1627629322.550705,30827,p40030827,p40,4
731,11,1627629362.5,487064.0,1627629362.536621,probe,y,NonMW,1627629362.467076,32011,p40032011,p40,4
732,12,1627629402.7,527200.0,1627629402.731723,probe,y,NonMW,1627629402.692344,33207,p40033207,p40,4
733,13,1627629442.6,566904.0,1627629442.557436,probe,y,NonMW,1627629442.579132,34392,p40034392,p40,4
734,14,1627629482.6,606900.0,1627629482.555879,probe,y,NonMW,1627629482.560874,35576,p40035576,p40,4
735,15,1627629522.8,647298.0,1627629522.809732,probe,y,NonMW,1627629522.754037,36767,p40036767,p40,4
736,16,1627629562.9,687235.0,1627629562.901021,probe,y,NonMW,1627629562.866597,37957,p40037957,p40,4
737,17,1627629602.8,727270.0,1627629602.805232,probe,y,NonMW,1627629602.770231,39139,p40039139,p40,4
738,18,1627629642.8,767323.0,1627629642.766622,probe,y,NonMW,1627629642.771617,40328,p40040328,p40,4
739,19,1627629682.4,806692.0,1627629682.355783,probe,y,NonMW,1627629682.370764,41504,p40041504,p40,4
740,20,1627629722.2,846661.0,1627629722.243905,probe,y,NonMW,1627629722.16344,42690,p40042690,p40,4
741,21,1627629762.5,886933.0,1627629762.531389,probe,y,NonMW,1627629762.469311,43886,p40043886,p40,4
742,22,1627629802.5,926869.0,1627629802.485143,probe,y,NonMW,1627629802.451908,45070,p40045070,p40,4
743,23,1627629842.7,967254.0,1627629842.702029,probe,y,NonMW,1627629842.692305,46262,p40046262,p40,4
744,24,1627629882.2,1006664.0,1627629882.203062,probe,n,MW,1627629882.178247,47432,p40047432,p40,4
745,25,1627629922.4,1046760.0,1627629922.370576,probe,y,NonMW,1627629922.370576,48622,p40048622,p40,4
746,26,1627629962.2,1086783.0,1627629962.234744,probe,y,NonMW,1627629962.161332,49801,p40049801,p40,4
747,27,1627630002.4,1126734.0,1627630002.391665,probe,y,NonMW,1627630002.367648,50995,p40050995,p40,4
748,28,1627630042.2,1166638.0,1627630042.213238,probe,y,NonMW,1627630042.178251,52175,p40052175,p40,4
749,29,1627630082.0,1206588.0,1627630082.026466,probe,y,NonMW,1627630081.969305,53351,p40053351,p40,4
750,30,1627630122.3,1246822.0,1627630122.260888,probe,y,NonMW,1627630122.292085,54545,p40054545,p40,4
751,31,1627630162.1,1286636.0,1627630162.134698,probe,y,NonMW,1627630162.079533,55724,p40055724,p40,4
752,32,1627630202.2,1326779.0,1627630202.237355,probe,y,NonMW,1627630202.161291,56909,p40056909,p40,4
